Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
30,25,44,28,46,55,39,45
30,26,44,28,46,55,39,45
30,26,44,28,46,55,39,45
30,26,44,28,46,55,39,45
30,26,44,28,46,55,39,45
30,25,44,27,46,54,39,45
30,25,44,27,46,54,39,44
30,25,44,27,46,54,39,44
30,25,44,27,45,54,39,44
30,25,44,27,44,54,39,44
30,25,44,27,44,54,39,44
30,26,44,27,44,54,39,44
30,25,44,27,44,54,39,44
30,25,44,27,44,54,39,44
30,26,44,27,44,54,39,45
30,26,44,27,44,54,39,45
30,26,44,27,44,54,39,45
30,26,44,27,44,55,39,44
30,26,44,27,44,54,39,44
30,25,44,27,44,54,39,44
30,25,44,27,44,54,39,44
30,25,44,27,44,55,39,45
30,24,44,27,44,55,39,45
30,24,45,27,44,55,39,45
30,24,45,27,44,55,39,45
30,24,44,27,45,55,39,45
30,24,44,27,45,55,39,45
30,24,44,27,45,55,39,45
30,24,44,27,45,55,39,45
30,24,44,27,45,55,39,45
30,23,44,27,45,56,39,45
30,24,44,27,45,56,39,45
30,24,44,27,45,56,39,45
30,24,44,27,44,56,39,45
30,25,44,27,44,56,39,45
30,25,44,27,44,55,39,45
31,25,44,27,44,55,39,45
30,25,44,27,44,55,39,45
30,25,44,27,44,55,39,45
30,25,44,27,45,55,39,45
30,26,44,28,45,55,39,45
30,26,44,28,45,55,39,44
30,27,44,28,44,55,39,45
30,27,44,28,45,55,39,45
30,28,44,28,44,55,39,45
30,28,44,28,44,55,39,45
30,27,45,28,44,54,39,45
30,27,45,28,44,54,39,45
30,27,45,28,44,54,39,45
30,27,45,28,44,54,39,45
30,27,45,28,44,54,38,45
30,26,45,28,45,54,39,45
30,26,45,28,44,54,39,45
30,26,45,28,45,54,38,45
30,25,45,28,45,54,38,44
30,25,45,28,46,54,38,44
30,24,45,28,45,54,38,44
30,24,44,28,45,54,38,44
30,24,44,28,45,54,38,45
30,24,45,28,45,54,38,45
30,24,45,28,45,55,38,45
30,24,45,28,45,55,38,45
30,24,45,28,46,55,38,44
30,24,45,28,46,55,39,44
30,24,45,28,46,55,39,44
30,25,45,28,46,55,39,44
30,25,45,28,46,55,39,44
30,25,44,28,46,55,39,44
30,25,44,28,46,56,39,44
30,25,44,28,46,56,39,44
30,25,44,28,46,55,39,44
30,26,44,28,46,55,39,44
31,26,44,28,46,55,39,45
31,26,45,28,46,55,39,45
31,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,45,28,45,56,39,45
30,26,45,28,45,56,39,45
30,26,45,28,46,56,39,45
30,25,45,28,46,55,39,45
30,25,45,28,45,55,39,45
30,25,44,28,45,55,39,45
30,25,44,28,45,55,39,45
30,25,45,28,45,55,39,45
30,25,45,28,45,55,39,45
30,25,44,28,45,55,39,45
30,25,44,28,46,56,39,45
30,25,45,28,45,55,39,45
30,25,45,28,46,55,38,45
30,25,45,28,46,56,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,57,39,45
30,25,45,28,46,56,39,45
30,26,45,28,46,56,39,45
30,26,45,28,46,56,39,45
30,26,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,28,44,28,47,56,39,45
30,27,45,28,47,56,39,45
30,27,45,28,47,56,39,45
30,27,44,28,47,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,55,39,45
30,27,44,28,46,55,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,55,39,45
30,27,44,28,45,55,39,44
30,27,44,28,45,55,39,45
30,27,44,28,46,55,39,44
30,27,44,28,46,55,39,44
30,27,45,28,46,55,39,45
30,27,45,28,46,55,39,45
30,27,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,45,54,39,45
30,26,44,28,45,54,39,45
30,26,44,28,45,54,39,45
30,26,44,28,45,55,40,45
30,26,44,28,45,55,39,45
30,26,44,28,45,55,39,45
30,26,44,28,46,55,39,45
30,26,44,28,46,55,39,45
30,26,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,47,55,39,45
30,27,44,28,47,55,39,45
30,26,44,28,47,55,39,45
30,26,44,28,47,54,39,45
30,26,44,28,46,54,39,45
30,26,44,28,47,54,39,45
30,25,45,28,46,54,39,45
30,25,45,28,47,54,39,45
29,25,45,28,46,54,39,45
29,25,45,28,46,54,39,45
29,25,45,28,46,54,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,25,45,27,46,54,39,45
30,24,45,27,46,54,39,45
30,24,45,27,45,54,39,45
30,23,45,27,45,54,39,45
30,23,45,27,45,55,39,45
30,23,46,27,45,55,39,45
31,23,46,27,45,55,39,45
31,23,46,27,45,55,39,45
31,24,45,27,45,55,39,45
31,24,45,27,44,55,39,44
31,24,45,27,45,55,39,44
31,24,45,27,45,56,39,44
31,24,46,27,45,56,39,45
31,24,46,27,45,56,39,45
31,25,46,27,45,56,39,45
30,24,46,27,45,56,39,45
30,24,46,27,45,56,39,45
30,24,46,27,45,56,39,45
30,24,46,27,45,56,39,45
30,25,46,27,45,56,39,45
30,25,46,28,45,56,39,45
30,26,46,28,45,56,39,45
30,26,45,28,45,56,39,45
30,26,45,28,45,56,39,45
29,26,45,28,45,56,39,45
29,27,45,28,46,56,39,45
29,27,45,28,45,57,39,45
29,27,45,28,45,56,39,45
29,27,45,28,45,56,39,45
29,26,46,28,45,56,39,45
29,27,45,28,45,56,39,45
29,26,45,28,45,56,39,45
29,26,45,28,44,56,39,45
29,26,45,28,44,56,39,45
29,25,45,28,44,55,39,45
29,25,45,28,45,56,39,45
30,25,44,28,44,56,39,45
30,24,45,28,44,56,39,45
30,24,45,28,45,55,39,45
30,24,46,28,45,55,39,45
30,23,46,28,44,55,39,45
30,23,45,28,44,56,39,45
30,23,45,28,44,56,39,45
30,23,45,28,45,55,39,45
30,23,45,28,45,55,39,45
30,23,45,27,45,55,39,45
30,23,45,27,45,54,39,45
30,23,45,27,45,54,39,44
30,23,45,27,45,54,39,44
30,23,45,27,46,55,39,44
30,23,44,27,45,55,39,44
30,23,44,27,46,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,54,39,44
30,24,45,28,46,55,39,44
30,23,45,28,45,55,39,44
30,24,44,28,46,55,39,44
30,24,44,27,46,55,39,44
30,24,45,27,46,54,39,44
30,24,45,27,46,54,39,44
30,24,45,27,46,55,39,44
30,24,45,27,45,55,39,44
30,25,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,26,45,28,45,55,39,45
30,26,45,28,45,55,39,45
30,26,45,28,45,56,39,45
30,26,45,28,45,56,39,45
30,27,45,28,45,56,39,45
30,27,45,28,45,57,39,45
29,27,45,28,45,57,39,45
29,27,45,28,45,57,39,45
29,27,45,28,45,57,39,45
30,27,44,28,44,56,39,45
30,27,44,28,44,57,39,45
30,26,45,28,44,57,39,45
30,26,45,28,44,57,39,45
30,26,45,28,44,57,39,45
30,26,44,28,45,57,39,45
30,26,44,28,45,57,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,57,39,45
30,25,44,28,45,57,39,45
30,25,45,28,45,56,38,45
30,25,45,28,45,56,38,45
30,24,45,28,45,55,38,45
30,24,45,28,45,55,38,44
30,24,45,28,44,55,38,44
30,24,45,28,44,55,38,44
30,24,45,28,44,55,38,44
30,24,45,28,44,55,38,44
30,24,45,28,45,55,38,44
30,25,45,28,45,55,38,44
30,25,45,28,45,55,38,44
30,25,44,27,45,55,38,44
30,25,44,27,45,56,38,44
30,25,44,27,45,56,38,44
29,26,44,27,44,56,39,44
30,26,44,27,44,56,39,44
30,26,45,27,44,56,39,44
30,26,45,27,44,57,39,44
30,26,45,27,44,57,39,44
29,26,45,27,44,57,39,44
29,27,44,27,44,57,39,45
30,27,44,27,44,57,39,45
29,27,44,27,44,57,39,45
29,27,44,27,44,57,39,45
29,28,44,27,45,57,39,45
29,28,44,27,45,57,39,45
29,28,44,27,45,57,39,45
29,28,44,27,45,57,39,45
29,29,44,27,45,57,39,45
29,29,44,27,45,57,39,45
29,29,44,27,45,57,39,45
29,28,44,27,45,57,39,45
29,28,45,27,45,57,39,45
29,28,45,27,45,56,39,45
30,28,45,27,45,56,39,45
30,28,44,27,45,56,39,44
30,28,44,27,45,56,39,44
29,28,44,27,45,56,39,44
29,28,44,27,46,56,39,44
29,27,44,27,46,55,39,44
30,27,44,27,46,56,39,44
30,27,44,27,46,55,39,44
30,27,44,27,47,56,39,44
30,26,44,27,47,56,39,44
29,27,45,27,47,56,39,45
30,26,44,27,47,56,39,45
29,26,45,27,46,56,39,45
29,26,45,27,46,56,39,45
29,26,44,27,46,56,39,45
29,26,44,27,46,56,39,45
29,26,44,27,46,56,39,44
29,26,44,27,46,56,39,45
29,25,44,27,46,56,39,44
29,25,44,27,46,56,39,44
29,26,44,27,46,56,39,45
29,26,44,27,46,56,39,45
29,26,44,27,46,56,39,45
30,26,44,27,45,56,39,45
30,26,44,27,45,56,39,45
30,26,44,27,45,56,39,45
30,25,45,27,45,56,39,45
30,26,45,28,45,56,39,45
30,25,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,25,44,28,45,55,39,44
30,25,44,28,45,55,39,44
30,25,44,28,46,55,39,44
30,25,44,28,46,55,39,44
30,25,44,28,46,55,39,45
30,25,44,28,46,55,39,45
30,25,44,28,46,56,39,45
30,25,44,28,46,55,39,45
30,25,44,28,46,56,39,45
30,25,44,28,46,56,39,45
30,25,44,28,47,56,39,45
30,25,44,28,47,56,39,45
30,25,44,28,47,56,39,45
29,26,44,28,47,56,39,45
30,26,45,28,46,56,39,45
30,26,45,28,46,56,39,45
29,26,44,28,46,56,39,45
29,26,44,28,46,56,39,45
30,26,44,28,46,56,39,45
30,26,44,28,46,56,39,45
30,26,44,28,45,56,39,45
30,25,44,28,45,56,39,45
30,25,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,28,45,56,39,45
30,26,44,27,45,56,39,45
30,26,44,27,45,56,39,45
30,26,44,27,45,56,39,44
30,26,44,27,44,56,39,44
30,26,45,27,44,56,39,44
30,26,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,44,27,45,55,39,44
30,25,44,27,45,55,39,45
30,25,44,27,45,55,39,45
30,25,45,28,45,55,39,45
30,25,45,28,45,55,39,45
29,25,45,28,46,55,39,45
30,26,45,28,46,56,38,45
30,26,45,28,46,55,39,45
30,26,45,27,46,55,39,45
30,26,45,27,46,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,55,39,45
30,24,45,27,46,55,39,45
30,24,45,28,47,55,39,45
30,24,45,28,47,55,39,45
30,24,45,28,47,55,38,45
29,25,45,28,48,55,38,45
30,24,45,28,47,56,38,45
29,25,45,28,47,56,38,45
30,25,45,28,47,57,38,45
30,25,45,28,47,57,38,45
30,25,45,28,47,57,38,45
30,25,45,28,47,57,38,45
30,25,45,28,47,57,38,45
30,25,45,28,46,56,38,45
30,25,45,28,46,56,39,45
30,24,45,28,46,56,39,45
30,24,45,28,46,56,39,45
30,24,45,28,46,56,39,45
30,23,45,28,46,56,39,44
30,24,46,28,46,56,39,44
30,24,45,28,46,56,39,44
30,25,45,28,45,56,39,44
30,25,44,27,45,56,39,44
30,25,44,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,44,56,39,44
30,25,44,27,45,56,39,44
30,25,44,28,45,55,39,44
30,25,44,28,45,55,39,44
30,25,44,28,45,55,39,44
30,25,45,28,45,55,39,44
30,26,45,28,45,56,39,44
30,25,45,27,45,56,39,44
30,26,44,27,45,56,39,44
30,26,44,27,45,56,39,44
30,26,44,27,46,56,39,45
30,27,44,27,45,56,39,45
30,27,44,27,45,56,39,45
30,27,44,27,45,56,40,45
30,26,44,27,45,56,40,45
30,26,43,27,45,57,40,45
30,26,43,27,45,56,40,45
30,26,43,28,45,56,40,45
30,26,44,28,45,57,39,45
30,26,44,28,45,57,39,45
30,26,44,28,45,57,39,45
30,26,44,28,45,57,39,44
30,26,45,27,45,57,39,44
30,26,44,27,45,57,39,44
30,26,44,27,45,57,39,44
30,26,44,27,45,57,39,44
30,26,43,27,45,57,39,44
30,26,43,28,45,57,39,44
30,26,44,28,45,57,39,44
30,26,44,28,45,57,39,44
30,26,44,28,45,57,39,44
30,26,44,28,46,56,39,44
30,26,44,28,46,56,39,44
30,26,44,28,46,56,39,44
30,26,44,28,46,56,39,44
30,26,44,28,46,56,39,44
30,26,45,28,46,56,39,44
30,26,45,27,46,56,39,44
30,26,45,27,46,56,39,44
30,26,45,27,46,55,39,44
30,26,45,27,46,55,39,44
30,26,44,27,46,55,39,44
30,26,44,28,46,55,39,44
30,26,45,28,46,55,39,44
30,26,45,28,46,55,39,44
30,25,45,28,46,55,39,44
30,25,45,28,46,55,39,44
30,25,45,27,46,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
29,25,45,27,45,56,39,44
29,24,45,27,46,56,39,44
29,24,46,27,46,55,39,44
29,24,46,27,46,55,39,44
29,24,45,27,45,55,39,44
29,24,45,28,45,55,39,44
30,23,45,27,45,55,39,44
30,23,45,27,45,55,39,44
30,23,45,27,45,55,39,44
30,23,45,27,45,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,55,39,44
30,23,45,27,46,56,39,44
30,23,45,27,46,56,39,44
29,23,46,27,46,56,39,44
30,22,46,27,46,55,39,44
29,23,46,27,47,55,39,44
30,23,46,27,46,55,39,44
29,22,46,27,46,55,39,45
30,22,46,27,46,55,39,45
30,22,46,27,47,55,39,45
30,23,46,27,46,55,39,45
30,23,46,27,46,55,39,45
30,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,46,27,46,55,39,45
29,23,45,27,46,55,39,44
29,23,45,27,46,55,39,45
29,24,45,27,46,55,39,45
29,24,45,27,45,55,39,45
29,24,45,27,45,55,39,45
29,24,45,27,45,55,39,45
29,24,45,27,45,55,39,44
29,24,45,27,45,55,39,44
29,25,44,27,45,55,39,44
29,25,44,27,44,55,39,44
29,25,44,27,44,55,39,44
29,25,44,27,45,55,39,44
29,25,44,27,45,55,39,44
29,26,44,27,45,55,39,44
29,26,44,27,45,56,39,44
29,26,44,27,45,55,39,44
30,26,44,27,45,55,39,44
30,26,45,27,45,55,39,44
30,26,45,27,44,55,39,44
30,26,45,27,44,56,39,44
30,26,45,27,44,56,39,44
30,26,45,27,44,56,39,44
30,26,45,27,44,55,39,45
30,26,45,27,44,56,39,45
30,26,44,27,44,55,39,44
30,26,44,27,45,55,39,44
30,26,44,27,44,55,39,44
30,26,44,27,44,55,39,44
30,26,44,27,44,56,39,44
29,26,45,27,45,56,39,44
30,26,45,27,45,56,39,44
30,26,45,27,45,55,39,44
30,26,45,27,44,55,39,44
30,26,45,27,44,55,39,44
30,25,45,28,44,55,39,44
30,25,45,28,44,55,39,44
30,25,44,28,44,55,39,44
30,25,44,28,45,55,39,44
30,25,44,28,45,55,39,45
30,25,44,28,45,55,39,45
30,25,44,28,45,55,39,45
30,25,44,28,45,55,39,45
31,25,44,28,45,55,39,45
31,25,44,28,45,55,39,45
31,26,45,28,46,56,39,45
31,26,45,28,46,56,39,45
31,26,45,28,46,56,39,45
31,26,45,28,46,56,39,45
31,26,45,28,47,56,39,45
31,26,44,28,46,56,39,45
31,26,44,28,47,56,39,45
31,26,44,28,47,56,39,45
31,26,44,28,47,56,39,45
30,26,44,28,47,56,39,45
30,27,44,27,47,56,39,45
30,27,44,27,47,56,39,45
30,27,45,27,47,57,39,45
30,27,45,27,47,56,39,45
30,27,45,27,47,56,39,45
30,27,46,27,46,56,39,45
30,27,46,27,47,56,39,45
29,27,45,27,47,56,39,45
29,27,45,27,47,56,39,45
29,26,45,27,46,56,39,45
29,26,45,27,46,56,39,45
29,26,45,27,46,56,39,45
29,26,45,27,45,56,39,45
29,26,45,27,45,56,39,45
30,26,45,27,45,55,39,45
30,26,45,28,45,56,39,45
30,26,45,28,45,56,40,45
29,27,45,28,45,55,40,45
29,27,45,28,45,55,40,45
30,27,45,28,45,56,40,45
30,27,45,28,45,56,40,45
30,27,45,28,45,56,40,45
30,27,45,28,44,56,40,45
30,27,45,28,45,56,40,45
30,27,44,28,45,56,40,45
30,26,44,28,45,56,40,45
30,27,44,28,45,57,40,45
30,27,44,28,44,57,40,45
30,26,44,28,45,57,40,45
30,27,45,28,45,57,40,45
30,27,45,28,45,56,40,45
30,26,45,28,44,56,39,45
30,26,45,28,44,56,39,45
30,26,45,28,44,56,39,45
30,26,46,28,45,57,40,45
30,25,46,28,45,57,39,45
30,25,46,28,44,57,39,45
30,25,46,28,44,57,39,45
30,25,46,28,44,57,39,45
30,24,46,28,44,57,39,45
29,24,46,28,44,56,39,45
29,24,46,28,45,56,39,45
30,24,46,28,44,56,39,45
29,24,46,28,45,56,39,45
29,24,46,28,45,56,39,45
30,24,46,27,44,56,39,45
30,24,46,27,45,56,39,45
29,24,46,27,45,56,39,45
30,25,46,27,45,56,39,45
30,24,46,27,45,56,39,45
30,24,46,27,45,56,39,45
29,24,46,27,45,57,39,45
29,25,46,27,45,56,39,45
30,25,46,27,45,56,39,45
30,25,46,27,46,56,39,45
30,25,45,27,46,56,39,45
30,26,45,27,46,56,39,45
30,26,45,27,46,57,39,45
30,26,45,27,46,57,39,45
30,26,45,27,46,57,39,45
30,26,45,28,46,57,39,45
30,26,45,28,46,56,39,45
30,26,45,28,46,56,39,45
30,26,45,28,46,56,39,45
30,25,45,28,46,56,39,45
30,26,45,28,46,57,39,45
30,26,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,56,39,45
30,25,44,28,46,56,40,45
30,25,44,28,46,56,40,44
30,25,44,28,46,56,40,44
30,25,44,28,45,56,40,44
30,25,44,28,45,56,40,44
30,25,44,28,45,55,40,44
29,25,44,28,45,55,40,44
29,25,45,28,45,56,40,44
29,25,45,27,45,56,40,44
30,25,44,27,45,56,40,44
30,25,44,27,46,56,40,44
29,25,44,27,45,56,40,45
29,25,44,27,45,56,40,45
29,25,44,27,45,56,40,45
29,25,44,27,45,56,39,45
29,25,45,27,45,56,40,45
29,25,45,27,45,56,40,45
30,25,44,27,45,56,40,45
30,25,44,27,45,56,40,45
30,25,44,27,45,55,40,45
30,25,45,27,45,55,40,45
30,25,45,27,45,55,40,45
30,24,45,27,45,55,40,45
30,24,45,27,45,55,39,45
30,24,45,27,45,55,39,45
30,24,45,27,45,55,39,45
30,24,45,27,44,56,39,45
31,24,45,27,45,55,39,45
31,24,45,27,44,55,39,45
31,24,45,27,45,56,39,45
31,25,45,27,45,56,39,45
31,25,44,27,45,56,39,44
31,25,44,27,45,56,39,44
31,25,44,28,45,55,39,44
31,25,44,28,45,55,39,44
31,25,45,28,46,56,39,44
31,25,45,28,46,55,39,44
31,24,45,28,46,55,39,44
31,24,45,28,46,56,39,44
30,24,45,28,46,56,39,44
31,24,45,28,46,56,39,44
31,24,44,28,46,56,39,44
30,24,44,28,47,56,39,44
31,24,45,28,47,56,39,44
31,24,44,28,47,56,39,44
31,24,44,28,47,56,39,44
31,23,44,28,48,56,39,44
31,23,44,28,47,56,40,44
30,23,44,28,48,55,40,44
30,23,44,28,47,55,39,44
30,23,44,28,48,55,39,44
30,23,45,28,48,55,40,44
30,23,45,28,47,55,40,44
30,23,45,28,47,56,39,44
30,24,44,28,47,55,39,44
31,24,44,28,46,55,39,44
30,24,43,28,46,55,39,44
30,24,44,28,46,55,39,44
30,24,44,27,46,55,39,44
31,24,44,27,46,55,39,44
30,24,44,27,45,55,39,45
30,24,44,27,45,55,39,45
31,25,44,27,45,56,39,45
30,25,44,27,45,56,39,45
30,26,44,27,46,56,39,45
30,26,44,27,45,56,39,45
30,26,45,27,45,56,39,45
30,26,45,27,45,56,38,45
30,26,44,27,45,56,39,45
30,27,44,27,45,56,39,45
31,27,44,27,44,56,39,45
31,26,44,27,44,56,38,45
31,26,44,27,44,56,38,45
30,26,44,28,44,56,39,45
30,26,44,28,44,56,39,45
30,27,45,28,45,56,39,45
