Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
30,27,45,28,45,56,39,45
30,27,45,28,45,56,39,45
30,27,45,28,45,56,39,45
30,28,45,28,45,56,39,45
30,27,45,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,25,44,28,46,55,39,45
30,25,44,28,46,55,40,45
30,25,45,28,46,55,40,45
30,25,45,28,46,55,40,45
30,25,45,28,46,55,40,45
30,25,45,28,46,55,40,45
30,25,46,28,46,55,40,45
30,25,45,28,45,55,40,45
30,25,45,27,46,55,39,45
30,25,44,27,46,56,39,45
30,25,44,27,46,56,39,45
30,25,45,27,46,56,39,45
30,25,45,27,46,57,39,45
30,25,45,28,45,57,39,45
30,25,45,28,45,57,39,45
30,25,45,28,45,57,39,45
30,26,45,28,45,57,39,45
30,26,46,28,45,57,39,45
30,26,45,28,45,57,39,45
30,26,45,28,44,57,39,45
30,27,45,28,44,57,39,45
30,27,46,28,45,57,39,45
30,27,45,28,45,56,39,45
29,27,45,28,45,56,39,45
29,27,46,28,45,56,39,45
29,27,45,28,45,56,39,45
29,26,45,28,45,56,39,45
29,27,45,28,46,56,39,45
29,27,46,28,45,56,39,45
29,27,46,28,45,56,40,45
29,27,46,28,45,56,39,45
29,27,46,28,45,56,39,45
29,27,46,28,45,55,39,45
29,26,46,28,45,55,39,45
29,26,46,28,45,55,39,45
29,26,46,28,45,55,39,45
29,26,46,28,45,55,39,45
29,26,46,28,45,55,39,45
30,26,45,27,45,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,45,55,39,45
30,25,45,27,45,56,39,45
30,25,45,27,45,56,39,45
30,26,45,27,45,57,39,45
30,26,45,27,45,56,39,45
30,26,45,27,45,56,39,45
30,26,46,27,45,56,39,45
30,25,46,27,45,56,39,45
30,25,45,27,45,55,39,45
30,25,45,27,45,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,56,39,45
30,25,45,27,46,56,39,45
30,25,45,27,46,56,39,45
30,25,45,27,45,56,39,45
31,25,45,27,45,56,39,45
31,25,45,27,45,56,39,45
31,26,45,27,45,56,39,45
31,26,45,27,45,57,39,45
31,26,45,27,45,57,39,45
31,26,45,27,45,56,39,45
31,26,45,27,45,56,39,45
31,25,45,27,45,55,39,45
31,25,45,27,46,55,39,45
31,24,45,27,46,55,39,45
31,24,45,27,46,55,39,45
31,24,45,27,46,56,39,45
31,24,45,28,45,56,39,45
31,24,45,28,45,56,39,45
31,24,46,28,45,56,39,46
31,24,46,28,45,57,39,46
31,24,46,28,45,57,39,46
31,24,46,28,45,57,39,46
31,25,46,28,45,57,39,46
31,25,45,28,46,57,39,46
30,25,45,28,46,57,39,46
30,25,46,28,46,57,39,46
30,25,46,28,46,57,39,46
30,25,46,28,46,57,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,56,39,46
30,25,45,28,47,56,39,45
30,25,45,28,46,56,39,45
30,25,45,28,46,57,39,46
30,25,45,28,46,57,39,46
30,26,45,28,46,57,39,45
30,26,45,28,46,56,39,45
30,26,45,28,46,56,39,45
30,26,45,28,47,56,39,45
30,26,44,28,47,56,39,45
30,26,44,28,46,55,39,45
30,25,44,28,46,55,39,45
30,25,44,27,46,55,39,45
30,25,44,27,47,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,55,39,45
31,25,44,27,46,55,39,45
30,25,44,27,46,55,39,45
30,25,45,27,46,55,39,45
30,25,45,27,46,55,39,45
30,26,45,27,46,55,39,45
31,26,45,27,46,56,39,45
31,26,44,27,46,56,39,44
30,26,45,27,46,56,39,44
30,26,45,27,46,56,39,44
30,27,45,27,46,56,39,44
30,27,45,27,46,55,39,44
30,27,44,27,45,55,39,44
30,27,44,27,45,55,39,44
30,28,44,27,45,55,39,44
30,28,44,27,45,55,39,45
30,27,44,27,45,55,39,45
30,27,45,27,45,56,39,45
30,27,44,27,45,56,39,45
30,28,44,27,45,56,39,45
30,28,45,27,45,56,39,45
30,28,45,27,45,56,39,45
30,28,45,27,45,55,39,45
30,28,45,27,45,55,39,45
30,28,45,27,45,55,39,45
30,27,45,27,45,55,39,45
30,27,45,28,46,55,39,45
30,27,46,28,46,55,39,45
30,27,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,26,45,28,46,55,39,45
30,25,45,28,46,55,39,45
30,25,46,28,46,55,39,45
31,25,46,28,46,55,39,45
30,25,46,28,45,55,39,44
31,25,45,28,45,55,39,44
30,25,45,28,45,55,39,44
30,25,45,28,45,55,39,44
30,25,45,28,44,55,39,44
30,25,45,28,45,55,39,45
30,25,45,28,44,55,39,44
30,25,45,28,44,55,39,44
30,25,45,28,45,56,39,45
30,25,45,28,45,56,39,45
30,25,45,28,45,55,39,45
30,26,44,27,45,55,39,45
30,26,44,27,45,55,39,45
30,26,44,27,45,56,39,45
30,26,45,27,45,56,39,45
30,27,45,27,45,56,38,45
30,27,45,27,45,56,38,45
30,27,45,27,45,56,39,45
30,27,45,27,45,56,39,45
30,27,45,27,45,57,39,45
30,27,45,27,46,57,39,45
29,27,45,28,46,57,39,45
30,27,45,28,46,57,39,45
30,28,45,28,47,57,39,44
30,28,45,28,47,57,38,45
30,28,45,28,47,57,38,44
30,28,45,28,47,57,38,45
30,29,45,28,47,57,38,45
30,29,46,28,47,57,38,44
30,29,46,28,47,57,38,44
30,29,46,28,46,57,38,44
30,29,46,28,46,57,38,44
30,29,46,28,45,57,38,44
30,28,46,28,45,57,38,44
30,28,46,28,45,57,38,44
30,28,45,28,45,57,39,44
30,27,45,28,45,57,39,44
30,27,45,28,45,57,39,44
30,27,45,28,45,57,39,44
30,27,45,28,45,57,39,44
30,27,45,28,45,57,39,44
30,27,44,28,44,57,39,44
30,27,45,28,45,57,39,45
30,27,45,28,45,58,39,45
30,27,44,28,45,57,39,44
30,26,45,28,45,57,39,44
30,26,45,28,45,57,39,44
30,25,45,28,45,57,38,44
30,24,45,28,44,56,38,44
30,24,45,28,44,56,39,44
30,24,45,28,44,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,45,57,39,44
30,25,45,27,44,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,46,27,45,56,39,44
30,25,46,27,45,55,39,44
30,25,46,27,45,55,39,44
30,25,46,28,45,55,39,44
31,25,46,28,45,56,39,44
31,25,46,28,45,55,39,44
30,25,46,28,45,55,39,44
30,26,46,28,45,56,39,44
30,26,46,28,46,56,39,44
30,27,46,28,46,55,39,44
30,27,45,28,45,55,39,44
30,27,45,28,46,55,39,44
30,28,45,28,46,55,39,45
30,28,45,28,46,56,39,45
30,28,45,28,46,56,39,45
30,28,45,28,46,56,39,45
31,28,45,28,46,56,39,45
31,28,45,28,45,56,39,45
31,28,44,28,45,56,39,45
31,28,44,28,45,56,39,45
31,29,44,28,45,56,39,45
31,29,44,28,45,56,39,45
31,29,44,28,46,56,39,45
31,30,44,28,46,56,39,45
31,30,44,28,46,56,39,45
30,30,44,28,46,56,39,45
30,30,44,28,46,56,39,45
31,29,44,28,46,55,40,45
31,29,44,28,45,55,40,45
31,29,44,27,45,56,40,45
30,28,44,27,45,57,39,45
30,28,44,27,46,57,39,45
30,28,44,27,46,57,39,45
30,28,44,27,45,56,40,45
30,27,45,27,46,56,40,44
30,27,45,28,46,56,39,44
30,27,45,28,47,56,39,44
30,27,44,28,47,55,39,44
30,27,44,28,47,56,39,44
30,28,44,27,47,56,39,44
30,27,44,27,47,55,39,44
30,27,44,27,46,55,39,45
30,26,45,27,46,55,39,44
30,25,45,27,46,55,39,44
30,24,45,27,46,55,39,44
30,24,45,27,46,56,39,44
31,24,44,27,46,56,39,44
30,24,44,27,46,56,39,44
30,24,44,27,46,57,39,44
30,25,44,27,47,57,39,44
31,25,44,27,47,56,40,44
30,25,44,27,47,56,40,44
31,25,44,27,47,56,40,44
31,25,45,27,47,56,40,44
31,25,44,27,47,56,40,44
31,25,44,27,47,56,40,44
31,26,44,27,47,56,40,44
31,25,44,27,47,56,40,44
31,25,45,27,47,56,40,44
31,25,45,27,47,56,40,44
31,24,45,27,46,57,40,45
31,25,45,27,46,57,40,44
31,25,45,27,46,57,40,44
31,26,45,27,46,57,40,44
31,26,45,27,46,57,40,44
31,26,45,27,45,56,40,44
31,26,45,27,46,56,40,44
31,26,44,27,46,56,40,44
31,26,44,27,45,56,40,44
31,26,44,28,45,56,40,44
31,26,44,28,45,56,40,44
31,26,44,28,45,56,39,44
31,26,44,28,45,57,39,44
31,27,44,27,46,57,40,45
31,27,44,27,46,57,39,44
31,26,44,27,45,57,39,44
31,26,44,27,45,57,39,44
31,26,44,27,45,57,39,44
31,26,44,28,46,57,39,44
30,27,44,28,46,57,39,44
30,27,44,28,46,57,39,44
30,27,44,28,46,57,39,44
30,27,44,28,46,57,39,44
30,26,44,28,46,56,39,44
30,26,44,28,46,56,39,44
30,26,44,28,47,57,39,44
30,26,44,28,47,57,39,44
30,26,44,28,47,57,39,44
30,26,44,28,47,57,39,44
30,26,44,28,47,57,39,44
30,26,44,28,48,57,39,44
30,27,44,28,48,56,39,44
30,27,44,28,47,56,39,44
30,27,44,28,47,56,39,44
30,27,44,28,47,56,39,44
29,27,44,28,47,56,39,44
29,27,44,28,47,56,39,44
29,27,43,28,47,57,39,45
29,27,43,28,47,57,39,45
29,27,43,28,47,57,39,45
29,27,44,28,47,57,39,45
29,27,43,28,47,57,39,45
29,27,43,28,47,57,39,45
29,28,44,28,46,57,39,45
29,28,44,28,46,57,39,45
29,28,44,28,46,57,39,45
29,28,45,28,46,57,39,45
29,28,45,28,46,57,40,45
29,28,45,28,46,57,40,45
29,28,45,27,45,57,40,45
29,27,45,27,46,57,39,45
29,26,45,27,46,57,39,45
30,26,45,27,45,58,39,45
29,26,45,27,45,58,39,45
29,26,46,27,46,58,39,45
30,26,46,27,45,58,39,45
30,26,46,27,45,58,39,45
30,25,46,27,45,58,39,45
30,25,46,27,45,58,39,45
30,25,46,27,46,58,39,45
30,25,46,27,45,58,39,45
30,25,46,27,45,58,39,45
30,25,45,27,45,58,38,45
31,24,45,27,45,58,38,45
31,24,45,27,46,58,38,45
31,24,44,27,45,58,38,45
31,25,44,27,45,58,38,45
31,25,44,27,45,58,38,45
31,25,44,27,45,58,38,45
31,25,44,27,45,58,38,45
30,25,44,27,45,58,38,45
30,26,44,27,45,58,38,45
30,26,44,27,45,58,38,45
30,26,44,27,45,57,38,45
30,26,44,27,45,58,38,45
30,26,44,27,45,58,38,45
30,26,44,27,45,58,38,45
30,26,44,27,45,57,38,45
30,26,43,28,45,56,38,46
30,26,44,28,44,56,39,46
30,26,44,28,44,55,39,46
30,26,44,28,44,56,39,46
30,26,44,28,45,56,39,46
30,26,45,27,45,56,39,46
30,26,45,27,44,56,39,46
30,25,45,27,44,55,39,46
30,25,45,27,44,55,39,46
30,24,45,27,44,55,39,46
30,24,45,27,44,55,40,46
30,24,45,27,44,55,40,46
30,24,45,27,44,55,40,46
30,24,44,27,44,54,40,46
30,23,44,27,44,54,40,46
30,23,44,27,44,54,40,46
30,23,44,27,43,53,40,46
30,23,45,27,44,53,40,46
30,23,45,27,44,54,40,46
30,23,45,27,44,54,40,46
30,23,45,27,44,54,40,45
30,23,44,27,45,54,39,45
30,23,44,27,45,55,39,45
30,23,44,27,45,55,40,45
30,23,43,27,44,56,40,45
30,23,43,27,44,56,40,45
30,23,43,27,45,56,40,45
30,23,44,27,44,55,40,45
30,23,44,27,45,56,40,45
30,23,44,27,45,56,40,45
30,23,44,27,44,56,39,45
29,23,44,27,45,56,39,45
29,23,45,27,45,56,39,45
30,23,45,27,45,56,40,45
30,24,44,27,44,57,40,45
30,24,44,27,44,57,39,45
30,25,44,27,45,56,39,45
30,25,44,27,44,56,39,45
30,25,44,27,44,56,39,45
30,25,44,27,44,56,39,45
30,25,44,27,44,56,39,45
30,25,45,27,45,56,39,45
30,26,44,27,45,56,39,45
30,26,45,27,45,55,39,44
30,25,45,27,46,55,39,44
30,25,45,27,45,55,39,44
30,26,45,27,46,56,39,44
30,26,45,27,46,56,39,44
30,26,45,27,46,55,39,44
30,26,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,26,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,55,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,45,56,39,44
30,25,45,27,44,55,39,44
30,25,44,27,45,55,39,44
30,25,44,27,44,55,39,44
30,25,45,27,44,55,39,44
30,26,45,27,44,55,39,44
30,26,45,27,44,55,39,44
30,27,44,27,44,56,39,45
30,27,45,27,44,56,39,45
30,27,45,27,45,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,45,56,39,45
30,27,44,27,45,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,46,56,39,45
30,27,44,27,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,47,56,39,45
30,27,44,28,47,56,39,45
30,26,44,28,47,56,39,45
30,26,44,28,48,56,39,45
30,26,44,28,48,56,39,44
30,26,44,28,48,56,39,45
30,26,44,28,48,56,39,44
30,26,44,28,48,56,39,44
30,26,45,27,48,56,39,44
29,26,44,27,48,56,39,44
29,26,45,27,48,55,39,44
29,26,45,27,48,55,39,44
29,25,45,27,48,55,39,44
29,25,45,27,48,55,39,44
29,25,45,27,48,55,39,44
29,25,45,27,48,55,39,44
29,26,45,27,48,55,39,44
29,26,45,27,48,55,39,44
29,26,46,27,49,55,39,44
29,26,46,27,49,55,39,44
29,26,46,27,49,55,39,44
29,26,46,27,48,55,39,45
29,26,45,27,48,55,39,45
29,26,45,28,48,55,39,45
29,26,45,28,48,55,39,45
29,26,45,28,48,55,39,44
29,26,45,28,48,55,39,44
29,26,44,28,48,56,39,44
29,26,44,28,47,56,39,44
29,26,44,28,47,56,39,45
29,26,44,28,47,56,39,45
30,26,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,27,44,28,46,56,39,45
30,28,43,28,46,57,39,45
30,28,43,28,46,56,39,45
30,28,44,28,46,56,39,45
30,28,44,28,45,56,39,45
30,28,44,27,45,56,39,45
30,28,44,27,44,56,39,44
30,28,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,45
30,27,44,27,44,55,39,45
30,27,44,27,44,55,39,45
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,27,44,27,44,56,39,44
30,26,44,27,44,56,39,44
30,26,45,27,44,56,39,44
30,25,45,27,44,55,39,44
30,25,45,27,45,55,40,44
30,25,45,27,45,55,39,44
30,24,45,27,44,56,39,44
30,24,45,27,44,55,39,44
30,24,45,27,44,56,39,44
30,24,45,27,43,56,39,44
30,24,45,27,43,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,44,56,39,44
30,24,44,27,43,56,39,44
30,24,44,27,44,56,39,44
30,24,44,27,44,56,39,44
30,23,44,27,44,56,39,44
30,23,44,27,44,56,39,44
30,23,44,27,44,56,39,44
30,23,45,27,44,56,38,44
30,23,45,27,44,56,39,44
30,24,45,27,44,56,39,44
30,24,44,27,44,56,38,44
30,24,44,27,44,57,38,44
30,24,44,27,44,57,38,44
30,24,44,27,45,57,38,44
30,24,44,27,45,57,38,44
30,24,45,27,46,57,38,44
30,24,45,27,46,57,39,44
30,24,44,27,46,57,39,44
30,24,45,27,47,57,39,44
30,24,45,27,47,57,39,44
30,24,45,27,46,57,39,44
30,24,45,27,47,57,39,44
30,24,45,27,46,57,39,44
30,23,45,27,46,57,39,44
30,24,45,27,46,57,39,44
30,24,45,27,46,57,39,44
30,24,45,27,46,57,39,44
30,24,45,27,45,57,39,44
30,24,45,27,45,57,39,44
30,24,45,27,45,56,39,44
30,24,45,27,46,56,39,44
30,24,45,27,45,55,39,44
30,24,45,27,45,55,39,44
30,24,45,27,45,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,43,56,39,44
30,24,45,27,43,56,39,44
30,24,46,27,43,56,39,44
30,24,46,27,43,55,39,44
30,24,46,27,43,55,39,44
30,24,45,28,43,56,39,44
30,24,45,28,43,56,39,44
30,25,45,28,43,56,39,44
30,25,45,28,43,56,39,44
30,25,45,27,43,56,39,44
30,25,45,27,43,56,39,44
30,24,46,27,43,56,39,44
30,24,45,27,44,56,39,44
30,24,45,27,44,56,39,45
30,24,45,27,43,56,39,45
30,24,45,27,43,56,39,45
30,24,44,27,44,56,39,45
31,24,44,27,44,56,39,45
31,24,44,27,44,56,39,45
30,24,45,28,44,56,39,45
30,23,45,28,44,56,39,45
31,23,45,28,44,56,39,45
30,24,44,28,44,56,39,45
31,24,44,28,44,56,39,45
31,24,44,27,44,56,39,45
31,24,44,27,44,56,39,45
30,24,44,27,45,56,39,45
31,24,44,27,45,55,39,45
30,24,44,27,45,56,39,45
30,24,44,27,45,56,39,45
31,24,44,27,45,56,39,45
31,24,43,27,45,56,39,45
31,25,43,27,45,55,39,45
30,25,43,27,45,56,39,45
30,25,43,27,45,56,39,45
30,25,43,27,46,56,39,44
30,26,43,27,45,56,39,44
30,26,43,27,45,57,39,44
30,26,43,27,45,57,39,45
30,26,43,27,46,57,39,45
30,26,42,27,46,57,39,45
30,27,42,27,46,57,39,45
30,27,42,27,46,57,39,45
30,27,43,27,46,57,39,45
30,27,43,27,46,57,39,45
30,27,43,27,46,57,39,45
30,27,43,27,46,58,39,45
30,27,43,27,45,58,39,45
30,27,43,27,46,57,38,45
30,27,43,27,46,57,38,45
30,27,43,27,46,58,39,45
30,27,43,27,46,58,39,45
30,27,43,27,46,58,38,45
30,27,43,27,46,58,38,45
30,27,44,27,46,57,38,45
30,26,44,27,46,57,38,45
30,26,44,27,46,57,39,45
30,26,44,27,46,57,39,45
30,25,44,27,46,56,39,45
30,25,44,27,45,56,39,45
30,25,44,27,45,56,39,44
30,24,44,27,45,56,39,44
30,24,44,27,46,56,39,44
30,24,44,27,46,56,39,44
30,23,45,27,46,56,39,44
30,23,45,27,46,56,39,44
30,23,45,27,46,55,39,44
29,23,44,27,46,56,39,44
29,23,45,27,46,56,39,44
29,23,45,27,46,56,39,44
29,23,45,27,46,55,39,44
29,23,45,27,46,56,39,44
29,24,45,27,46,56,39,44
29,24,45,27,46,56,39,45
29,24,44,27,47,56,39,45
29,25,44,27,47,56,39,45
29,25,44,27,47,55,39,45
29,25,44,27,47,56,39,45
29,25,44,27,47,55,39,45
29,25,44,27,47,55,39,45
29,25,44,27,47,56,39,45
30,25,44,27,46,56,39,45
30,26,44,27,46,56,39,45
29,26,44,27,45,55,39,45
29,26,43,27,45,55,39,45
30,26,43,27,46,56,39,45
30,26,44,27,46,56,39,45
30,26,44,27,46,56,39,44
30,26,44,27,46,55,38,44
30,26,43,28,45,55,39,44
30,26,44,28,45,56,39,44
30,25,44,28,45,55,39,44
30,25,44,28,45,56,39,44
30,24,44,28,45,56,39,44
30,24,44,28,45,56,39,44
30,23,44,28,45,56,39,44
30,24,44,28,45,56,40,44
30,23,44,28,44,55,40,44
30,24,44,28,44,56,40,44
30,24,44,27,45,56,39,44
30,24,45,27,45,56,39,44
30,24,45,27,45,56,40,44
30,24,45,27,45,56,40,44
30,24,45,27,45,56,39,44
30,24,45,27,45,56,40,44
30,24,45,27,44,56,40,44
30,24,45,27,44,56,40,44
30,24,45,27,44,56,40,44
30,24,46,27,44,56,40,44
30,24,46,27,44,56,39,44
30,24,46,27,44,56,39,44
30,24,46,27,44,55,39,44
30,25,46,27,44,55,39,44
30,25,46,27,44,56,39,44
30,25,45,27,44,56,39,44
30,25,45,27,44,56,39,44
30,25,45,27,44,56,39,44
30,25,46,27,45,56,39,44
30,25,46,27,45,56,39,44
30,25,46,27,45,56,39,44
30,25,46,27,45,56,39,44
30,25,46,27,45,56,39,44
30,24,46,27,45,55,38,44
30,24,46,27,46,56,39,44
30,24,45,27,46,56,38,44
30,24,45,27,46,56,38,44
30,24,45,27,46,56,38,44
30,24,45,27,46,55,38,44
30,24,45,27,46,56,39,44
29,24,45,27,46,56,39,44
29,24,45,27,47,56,39,44
29,24,45,27,47,56,39,45
29,24,45,27,47,56,39,45
29,25,45,27,47,56,39,45
29,25,45,27,47,56,39,45
